Time (EpSec),x (km),y (km),z (km),Angle (deg),Angle (deg)
600,20473.05354,-36862.52318,-42.821865,117.458,6.183
600.1,20473.32235,-36862.37389,-42.822443,117.459,6.183
600.2,20473.59115,-36862.22459,-42.82302,117.46,6.183
600.3,20473.85995,-36862.07529,-42.823597,117.46,6.183
600.4,20474.12876,-36861.92599,-42.824175,117.461,6.183
600.5,20474.39756,-36861.77669,-42.824752,117.462,6.183
600.6,20474.66636,-36861.62739,-42.825329,117.463,6.183
600.7,20474.93515,-36861.47809,-42.825906,117.463,6.183
600.8,20475.20395,-36861.32878,-42.826484,117.464,6.183
600.9,20475.47275,-36861.17947,-42.827061,117.465,6.183
601,20475.74154,-36861.03016,-42.827638,117.466,6.183
601.1,20476.01033,-36860.88085,-42.828216,117.466,6.183
601.2,20476.27913,-36860.73153,-42.828793,117.467,6.183
601.3,20476.54792,-36860.58221,-42.82937,117.468,6.183
601.4,20476.81671,-36860.4329,-42.829947,117.469,6.183
601.5,20477.0855,-36860.28358,-42.830525,117.469,6.183
601.6,20477.35429,-36860.13425,-42.831102,117.47,6.183
601.7,20477.62307,-36859.98493,-42.831679,117.471,6.183
601.8,20477.89186,-36859.8356,-42.832256,117.472,6.183
601.9,20478.16065,-36859.68627,-42.832834,117.472,6.183
602,20478.42943,-36859.53694,-42.833411,117.473,6.183
602.1,20478.69821,-36859.38761,-42.833988,117.474,6.183
602.2,20478.96699,-36859.23828,-42.834565,117.475,6.183
602.3,20479.23577,-36859.08894,-42.835142,117.476,6.183
602.4,20479.50455,-36858.9396,-42.83572,117.476,6.183
602.5,20479.77333,-36858.79026,-42.836297,117.477,6.183
602.6,20480.04211,-36858.64092,-42.836874,117.478,6.184
602.7,20480.31089,-36858.49157,-42.837451,117.479,6.184
602.8,20480.57966,-36858.34223,-42.838029,117.479,6.184
602.9,20480.84844,-36858.19288,-42.838606,117.48,6.184
603,20481.11721,-36858.04353,-42.839183,117.481,6.184
603.1,20481.38598,-36857.89418,-42.83976,117.482,6.184
603.2,20481.65475,-36857.74482,-42.840337,117.482,6.184
603.3,20481.92352,-36857.59547,-42.840915,117.483,6.184
603.4,20482.19229,-36857.44611,-42.841492,117.484,6.184
603.5,20482.46106,-36857.29675,-42.842069,117.485,6.184
603.6,20482.72982,-36857.14739,-42.842646,117.485,6.184
603.7,20482.99859,-36856.99803,-42.843224,117.486,6.184
603.8,20483.26735,-36856.84866,-42.843801,117.487,6.184
603.9,20483.53612,-36856.69929,-42.844378,117.488,6.184
604,20483.80488,-36856.54992,-42.844955,117.488,6.184
604.1,20484.07364,-36856.40055,-42.845532,117.489,6.184
604.2,20484.3424,-36856.25118,-42.846109,117.49,6.184
604.3,20484.61116,-36856.1018,-42.846687,117.491,6.184
604.4,20484.87992,-36855.95242,-42.847264,117.491,6.184
604.5,20485.14867,-36855.80304,-42.847841,117.492,6.184
604.6,20485.41743,-36855.65366,-42.848418,117.493,6.184
604.7,20485.68618,-36855.50428,-42.848995,117.494,6.184
604.8,20485.95494,-36855.35489,-42.849573,117.494,6.184
604.9,20486.22369,-36855.20551,-42.85015,117.495,6.184
605,20486.49244,-36855.05612,-42.850727,117.496,6.184
605.1,20486.76119,-36854.90673,-42.851304,117.497,6.184
605.2,20487.02994,-36854.75733,-42.851881,117.497,6.184
605.3,20487.29869,-36854.60794,-42.852458,117.498,6.184
605.4,20487.56744,-36854.45854,-42.853036,117.499,6.184
605.5,20487.83618,-36854.30914,-42.853613,117.5,6.184
605.6,20488.10493,-36854.15974,-42.85419,117.5,6.184
605.7,20488.37367,-36854.01034,-42.854767,117.501,6.184
605.8,20488.64241,-36853.86093,-42.855344,117.502,6.185
605.9,20488.91115,-36853.71153,-42.855921,117.503,6.185
606,20489.17989,-36853.56212,-42.856499,117.504,6.185
606.1,20489.44863,-36853.41271,-42.857076,117.504,6.185
606.2,20489.71737,-36853.26329,-42.857653,117.505,6.185
606.3,20489.98611,-36853.11388,-42.85823,117.506,6.185
606.4,20490.25484,-36852.96446,-42.858807,117.507,6.185
606.5,20490.52358,-36852.81504,-42.859384,117.507,6.185
606.6,20490.79231,-36852.66562,-42.859961,117.508,6.185
606.7,20491.06105,-36852.5162,-42.860539,117.509,6.185
606.8,20491.32978,-36852.36678,-42.861116,117.51,6.185
606.9,20491.59851,-36852.21735,-42.861693,117.51,6.185
607,20491.86724,-36852.06792,-42.86227,117.511,6.185
607.1,20492.13597,-36851.91849,-42.862847,117.512,6.185
607.2,20492.40469,-36851.76906,-42.863424,117.513,6.185
607.3,20492.67342,-36851.61963,-42.864001,117.513,6.185
607.4,20492.94214,-36851.47019,-42.864578,117.514,6.185
607.5,20493.21087,-36851.32075,-42.865156,117.515,6.185
607.6,20493.47959,-36851.17131,-42.865733,117.516,6.185
607.7,20493.74831,-36851.02187,-42.86631,117.516,6.185
607.8,20494.01703,-36850.87242,-42.866887,117.517,6.185
607.9,20494.28575,-36850.72298,-42.867464,117.518,6.185
608,20494.55447,-36850.57353,-42.868041,117.519,6.185
608.1,20494.82319,-36850.42408,-42.868618,117.519,6.185
608.2,20495.09191,-36850.27463,-42.869195,117.52,6.185
608.3,20495.36062,-36850.12517,-42.869772,117.521,6.185
608.4,20495.62934,-36849.97572,-42.870349,117.522,6.185
608.5,20495.89805,-36849.82626,-42.870927,117.522,6.185
608.6,20496.16676,-36849.6768,-42.871504,117.523,6.185
608.7,20496.43547,-36849.52734,-42.872081,117.524,6.185
608.8,20496.70418,-36849.37788,-42.872658,117.525,6.185
608.9,20496.97289,-36849.22841,-42.873235,117.525,6.185
609,20497.2416,-36849.07894,-42.873812,117.526,6.185
609.1,20497.5103,-36848.92947,-42.874389,117.527,6.185
609.2,20497.77901,-36848.78,-42.874966,117.528,6.185
609.3,20498.04771,-36848.63053,-42.875543,117.529,6.186
609.4,20498.31642,-36848.48105,-42.87612,117.529,6.186
609.5,20498.58512,-36848.33158,-42.876697,117.53,6.186
609.6,20498.85382,-36848.1821,-42.877274,117.531,6.186
609.7,20499.12252,-36848.03261,-42.877852,117.532,6.186
609.8,20499.39122,-36847.88313,-42.878429,117.532,6.186
609.9,20499.65992,-36847.73365,-42.879006,117.533,6.186
610,20499.92861,-36847.58416,-42.879583,117.534,6.186
610.1,20500.19731,-36847.43467,-42.88016,117.535,6.186
610.2,20500.46601,-36847.28518,-42.880737,117.535,6.186
610.3,20500.7347,-36847.13569,-42.881314,117.536,6.186
610.4,20501.00339,-36846.98619,-42.881891,117.537,6.186
610.5,20501.27208,-36846.83669,-42.882468,117.538,6.186
610.6,20501.54077,-36846.68719,-42.883045,117.538,6.186
610.7,20501.80946,-36846.53769,-42.883622,117.539,6.186
610.8,20502.07815,-36846.38819,-42.884199,117.54,6.186
610.9,20502.34684,-36846.23869,-42.884776,117.541,6.186
611,20502.61552,-36846.08918,-42.885353,117.541,6.186
611.1,20502.88421,-36845.93967,-42.88593,117.542,6.186
611.2,20503.15289,-36845.79016,-42.886507,117.543,6.186
611.3,20503.42157,-36845.64065,-42.887084,117.544,6.186
611.4,20503.69026,-36845.49113,-42.887661,117.544,6.186
611.5,20503.95894,-36845.34162,-42.888238,117.545,6.186
611.6,20504.22762,-36845.1921,-42.888815,117.546,6.186
611.7,20504.49629,-36845.04258,-42.889392,117.547,6.186
611.8,20504.76497,-36844.89305,-42.889969,117.547,6.186
611.9,20505.03365,-36844.74353,-42.890546,117.548,6.186
612,20505.30232,-36844.594,-42.891123,117.549,6.186
612.1,20505.571,-36844.44447,-42.8917,117.55,6.186
612.2,20505.83967,-36844.29494,-42.892277,117.55,6.186
612.3,20506.10834,-36844.14541,-42.892854,117.551,6.186
612.4,20506.37701,-36843.99588,-42.893431,117.552,6.186
612.5,20506.64568,-36843.84634,-42.894008,117.553,6.186
612.6,20506.91435,-36843.6968,-42.894585,117.554,6.186
612.7,20507.18302,-36843.54726,-42.895162,117.554,6.186
612.8,20507.45168,-36843.39772,-42.895739,117.555,6.186
612.9,20507.72035,-36843.24818,-42.896316,117.556,6.186
613,20507.98901,-36843.09863,-42.896893,117.557,6.186
613.1,20508.25767,-36842.94908,-42.89747,117.557,6.186
613.2,20508.52634,-36842.79953,-42.898047,117.558,6.186
613.3,20508.795,-36842.64998,-42.898624,117.559,6.187
613.4,20509.06366,-36842.50043,-42.899201,117.56,6.187
613.5,20509.33232,-36842.35087,-42.899778,117.56,6.187
613.6,20509.60097,-36842.20131,-42.900355,117.561,6.187
613.7,20509.86963,-36842.05175,-42.900932,117.562,6.187
613.8,20510.13828,-36841.90219,-42.901509,117.563,6.187
613.9,20510.40694,-36841.75263,-42.902086,117.563,6.187
614,20510.67559,-36841.60306,-42.902663,117.564,6.187
614.1,20510.94424,-36841.4535,-42.90324,117.565,6.187
614.2,20511.2129,-36841.30393,-42.903817,117.566,6.187
614.3,20511.48155,-36841.15436,-42.904394,117.566,6.187
614.4,20511.75019,-36841.00478,-42.904971,117.567,6.187
614.5,20512.01884,-36840.85521,-42.905548,117.568,6.187
614.6,20512.28749,-36840.70563,-42.906125,117.569,6.187
614.7,20512.55613,-36840.55605,-42.906702,117.569,6.187
614.8,20512.82478,-36840.40647,-42.907279,117.57,6.187
614.9,20513.09342,-36840.25689,-42.907856,117.571,6.187
615,20513.36206,-36840.1073,-42.908433,117.572,6.187
615.1,20513.6307,-36839.95771,-42.90901,117.572,6.187
615.2,20513.89934,-36839.80812,-42.909587,117.573,6.187
615.3,20514.16798,-36839.65853,-42.910164,117.574,6.187
615.4,20514.43662,-36839.50894,-42.910741,117.575,6.187
615.5,20514.70526,-36839.35935,-42.911317,117.575,6.187
615.6,20514.97389,-36839.20975,-42.911894,117.576,6.187
615.7,20515.24253,-36839.06015,-42.912471,117.577,6.187
615.8,20515.51116,-36838.91055,-42.913048,117.578,6.187
615.9,20515.77979,-36838.76095,-42.913625,117.579,6.187
616,20516.04843,-36838.61134,-42.914202,117.579,6.187
616.1,20516.31706,-36838.46173,-42.914779,117.58,6.187
616.2,20516.58569,-36838.31213,-42.915356,117.581,6.187
616.3,20516.85431,-36838.16252,-42.915933,117.582,6.187
616.4,20517.12294,-36838.0129,-42.91651,117.582,6.187
616.5,20517.39157,-36837.86329,-42.917087,117.583,6.187
616.6,20517.66019,-36837.71367,-42.917664,117.584,6.187
616.7,20517.92882,-36837.56405,-42.91824,117.585,6.187
616.8,20518.19744,-36837.41443,-42.918817,117.585,6.187
616.9,20518.46606,-36837.26481,-42.919394,117.586,6.187
617,20518.73468,-36837.11519,-42.919971,117.587,6.187
617.1,20519.0033,-36836.96556,-42.920548,117.588,6.187
617.2,20519.27192,-36836.81593,-42.921125,117.588,6.187
617.3,20519.54053,-36836.6663,-42.921702,117.589,6.187
617.4,20519.80915,-36836.51667,-42.922279,117.59,6.187
617.5,20520.07777,-36836.36703,-42.922856,117.591,6.187
617.6,20520.34638,-36836.2174,-42.923433,117.591,6.187
617.7,20520.61499,-36836.06776,-42.924009,117.592,6.187
617.8,20520.8836,-36835.91812,-42.924586,117.593,6.187
617.9,20521.15221,-36835.76848,-42.925163,117.594,6.187
618,20521.42082,-36835.61883,-42.92574,117.594,6.187
618.1,20521.68943,-36835.46919,-42.926317,117.595,6.187
618.2,20521.95804,-36835.31954,-42.926894,117.596,6.188
618.3,20522.22665,-36835.16989,-42.927471,117.597,6.188
618.4,20522.49525,-36835.02024,-42.928048,117.597,6.188
618.5,20522.76386,-36834.87059,-42.928624,117.598,6.188
618.6,20523.03246,-36834.72093,-42.929201,117.599,6.188
618.7,20523.30106,-36834.57127,-42.929778,117.6,6.188
618.8,20523.56966,-36834.42161,-42.930355,117.601,6.188
618.9,20523.83826,-36834.27195,-42.930932,117.601,6.188
619,20524.10686,-36834.12229,-42.931509,117.602,6.188
619.1,20524.37546,-36833.97262,-42.932086,117.603,6.188
619.2,20524.64405,-36833.82295,-42.932662,117.604,6.188
619.3,20524.91265,-36833.67329,-42.933239,117.604,6.188
619.4,20525.18124,-36833.52361,-42.933816,117.605,6.188
619.5,20525.44984,-36833.37394,-42.934393,117.606,6.188
619.6,20525.71843,-36833.22427,-42.93497,117.607,6.188
619.7,20525.98702,-36833.07459,-42.935547,117.607,6.188
619.8,20526.25561,-36832.92491,-42.936123,117.608,6.188
619.9,20526.5242,-36832.77523,-42.9367,117.609,6.188
620,20526.79279,-36832.62554,-42.937277,117.61,6.188
620.1,20527.06137,-36832.47586,-42.937854,117.61,6.188
620.2,20527.32996,-36832.32617,-42.938431,117.611,6.188
620.3,20527.59854,-36832.17648,-42.939008,117.612,6.188
620.4,20527.86713,-36832.02679,-42.939584,117.613,6.188
620.5,20528.13571,-36831.8771,-42.940161,117.613,6.188
620.6,20528.40429,-36831.72741,-42.940738,117.614,6.188
620.7,20528.67287,-36831.57771,-42.941315,117.615,6.188
620.8,20528.94145,-36831.42801,-42.941892,117.616,6.188
620.9,20529.21003,-36831.27831,-42.942468,117.616,6.188
621,20529.4786,-36831.12861,-42.943045,117.617,6.188
621.1,20529.74718,-36830.9789,-42.943622,117.618,6.188
621.2,20530.01575,-36830.82919,-42.944199,117.619,6.188
621.3,20530.28433,-36830.67949,-42.944776,117.62,6.188
621.4,20530.5529,-36830.52978,-42.945353,117.62,6.188
621.5,20530.82147,-36830.38006,-42.945929,117.621,6.188
621.6,20531.09004,-36830.23035,-42.946506,117.622,6.188
621.7,20531.35861,-36830.08063,-42.947083,117.623,6.188
621.8,20531.62718,-36829.93091,-42.94766,117.623,6.188
621.9,20531.89574,-36829.78119,-42.948236,117.624,6.188
622,20532.16431,-36829.63147,-42.948813,117.625,6.188
622.1,20532.43288,-36829.48175,-42.94939,117.626,6.188
622.2,20532.70144,-36829.33202,-42.949967,117.626,6.188
622.3,20532.97,-36829.18229,-42.950544,117.627,6.188
622.4,20533.23856,-36829.03256,-42.95112,117.628,6.188
622.5,20533.50712,-36828.88283,-42.951697,117.629,6.188
622.6,20533.77568,-36828.7331,-42.952274,117.629,6.188
622.7,20534.04424,-36828.58336,-42.952851,117.63,6.188
622.8,20534.3128,-36828.43362,-42.953427,117.631,6.188
622.9,20534.58135,-36828.28388,-42.954004,117.632,6.188
623,20534.84991,-36828.13414,-42.954581,117.632,6.188
623.1,20535.11846,-36827.9844,-42.955158,117.633,6.188
623.2,20535.38702,-36827.83465,-42.955735,117.634,6.188
623.3,20535.65557,-36827.6849,-42.956311,117.635,6.188
623.4,20535.92412,-36827.53515,-42.956888,117.635,6.188
623.5,20536.19267,-36827.3854,-42.957465,117.636,6.188
623.6,20536.46122,-36827.23565,-42.958042,117.637,6.188
623.7,20536.72976,-36827.08589,-42.958618,117.638,6.188
623.8,20536.99831,-36826.93614,-42.959195,117.638,6.188
623.9,20537.26685,-36826.78638,-42.959772,117.639,6.188
624,20537.5354,-36826.63662,-42.960348,117.64,6.188
624.1,20537.80394,-36826.48685,-42.960925,117.641,6.188
624.2,20538.07248,-36826.33709,-42.961502,117.642,6.188
624.3,20538.34102,-36826.18732,-42.962079,117.642,6.188
624.4,20538.60956,-36826.03755,-42.962655,117.643,6.188
624.5,20538.8781,-36825.88778,-42.963232,117.644,6.188
624.6,20539.14664,-36825.73801,-42.963809,117.645,6.188
624.7,20539.41518,-36825.58823,-42.964386,117.645,6.188
624.8,20539.68371,-36825.43845,-42.964962,117.646,6.188
624.9,20539.95225,-36825.28867,-42.965539,117.647,6.188
625,20540.22078,-36825.13889,-42.966116,117.648,6.189
625.1,20540.48931,-36824.98911,-42.966692,117.648,6.189
625.2,20540.75784,-36824.83933,-42.967269,117.649,6.189
625.3,20541.02637,-36824.68954,-42.967846,117.65,6.189
625.4,20541.2949,-36824.53975,-42.968423,117.651,6.189
625.5,20541.56343,-36824.38996,-42.968999,117.651,6.189
625.6,20541.83195,-36824.24017,-42.969576,117.652,6.189
625.7,20542.10048,-36824.09037,-42.970153,117.653,6.189
625.8,20542.369,-36823.94057,-42.970729,117.654,6.189
625.9,20542.63753,-36823.79078,-42.971306,117.654,6.189
626,20542.90605,-36823.64098,-42.971883,117.655,6.189
626.1,20543.17457,-36823.49117,-42.972459,117.656,6.189
626.2,20543.44309,-36823.34137,-42.973036,117.657,6.189
626.3,20543.71161,-36823.19156,-42.973613,117.657,6.189
626.4,20543.98013,-36823.04175,-42.97419,117.658,6.189
626.5,20544.24864,-36822.89194,-42.974766,117.659,6.189
626.6,20544.51716,-36822.74213,-42.975343,117.66,6.189
626.7,20544.78567,-36822.59232,-42.97592,117.661,6.189
626.8,20545.05419,-36822.4425,-42.976496,117.661,6.189
626.9,20545.3227,-36822.29268,-42.977073,117.662,6.189
627,20545.59121,-36822.14286,-42.97765,117.663,6.189
627.1,20545.85972,-36821.99304,-42.978226,117.664,6.189
627.2,20546.12823,-36821.84322,-42.978803,117.664,6.189
627.3,20546.39674,-36821.69339,-42.97938,117.665,6.189
627.4,20546.66525,-36821.54356,-42.979956,117.666,6.189
627.5,20546.93375,-36821.39373,-42.980533,117.667,6.189
627.6,20547.20226,-36821.2439,-42.98111,117.667,6.189
627.7,20547.47076,-36821.09407,-42.981686,117.668,6.189
627.8,20547.73926,-36820.94423,-42.982263,117.669,6.189
627.9,20548.00776,-36820.79439,-42.98284,117.67,6.189
628,20548.27626,-36820.64455,-42.983416,117.67,6.189
628.1,20548.54476,-36820.49471,-42.983993,117.671,6.189
628.2,20548.81326,-36820.34487,-42.984569,117.672,6.189
628.3,20549.08176,-36820.19502,-42.985146,117.673,6.189
628.4,20549.35025,-36820.04517,-42.985723,117.673,6.189
628.5,20549.61875,-36819.89532,-42.986299,117.674,6.189
628.6,20549.88724,-36819.74547,-42.986876,117.675,6.189
628.7,20550.15574,-36819.59562,-42.987453,117.676,6.189
628.8,20550.42423,-36819.44576,-42.988029,117.676,6.189
628.9,20550.69272,-36819.29591,-42.988606,117.677,6.189
629,20550.96121,-36819.14605,-42.989183,117.678,6.189
629.1,20551.2297,-36818.99619,-42.989759,117.679,6.189
629.2,20551.49818,-36818.84632,-42.990336,117.68,6.189
629.3,20551.76667,-36818.69646,-42.990912,117.68,6.189
629.4,20552.03515,-36818.54659,-42.991489,117.681,6.189
629.5,20552.30364,-36818.39672,-42.992066,117.682,6.189
629.6,20552.57212,-36818.24685,-42.992642,117.683,6.189
629.7,20552.8406,-36818.09698,-42.993219,117.683,6.189
629.8,20553.10908,-36817.9471,-42.993795,117.684,6.189
629.9,20553.37756,-36817.79722,-42.994372,117.685,6.189
630,20553.64604,-36817.64735,-42.994949,117.686,6.189
630.1,20553.91452,-36817.49746,-42.995525,117.686,6.189
630.2,20554.18299,-36817.34758,-42.996102,117.687,6.189
630.3,20554.45147,-36817.1977,-42.996678,117.688,6.189
630.4,20554.71994,-36817.04781,-42.997255,117.689,6.189
630.5,20554.98842,-36816.89792,-42.997832,117.689,6.189
630.6,20555.25689,-36816.74803,-42.998408,117.69,6.189
630.7,20555.52536,-36816.59814,-42.998985,117.691,6.189
630.8,20555.79383,-36816.44824,-42.999561,117.692,6.189
630.9,20556.0623,-36816.29835,-43.000138,117.692,6.189
631,20556.33077,-36816.14845,-43.000715,117.693,6.189
631.1,20556.59923,-36815.99855,-43.001291,117.694,6.189
631.2,20556.8677,-36815.84865,-43.001868,117.695,6.189
631.3,20557.13616,-36815.69874,-43.002444,117.695,6.189
631.4,20557.40462,-36815.54884,-43.003021,117.696,6.189
631.5,20557.67309,-36815.39893,-43.003597,117.697,6.189
631.6,20557.94155,-36815.24902,-43.004174,117.698,6.189
631.7,20558.21001,-36815.0991,-43.004751,117.699,6.189
631.8,20558.47847,-36814.94919,-43.005327,117.699,6.189
631.9,20558.74692,-36814.79927,-43.005904,117.7,6.189
632,20559.01538,-36814.64936,-43.00648,117.701,6.189
632.1,20559.28384,-36814.49944,-43.007057,117.702,6.189
632.2,20559.55229,-36814.34951,-43.007633,117.702,6.189
632.3,20559.82074,-36814.19959,-43.00821,117.703,6.189
632.4,20560.0892,-36814.04966,-43.008786,117.704,6.189
632.5,20560.35765,-36813.89974,-43.009363,117.705,6.189
632.6,20560.6261,-36813.74981,-43.00994,117.705,6.189
632.7,20560.89455,-36813.59987,-43.010516,117.706,6.189
632.8,20561.16299,-36813.44994,-43.011093,117.707,6.189
632.9,20561.43144,-36813.30001,-43.011669,117.708,6.189
633,20561.69989,-36813.15007,-43.012246,117.708,6.189
633.1,20561.96833,-36813.00013,-43.012822,117.709,6.189
633.2,20562.23678,-36812.85019,-43.013399,117.71,6.189
633.3,20562.50522,-36812.70024,-43.013975,117.711,6.189
633.4,20562.77366,-36812.5503,-43.014552,117.711,6.189
633.5,20563.0421,-36812.40035,-43.015128,117.712,6.189
633.6,20563.31054,-36812.2504,-43.015705,117.713,6.189
633.7,20563.57898,-36812.10045,-43.016281,117.714,6.189
633.8,20563.84741,-36811.9505,-43.016858,117.715,6.189
633.9,20564.11585,-36811.80054,-43.017434,117.715,6.189
634,20564.38428,-36811.65058,-43.018011,117.716,6.189
634.1,20564.65272,-36811.50062,-43.018587,117.717,6.189
634.2,20564.92115,-36811.35066,-43.019164,117.718,6.189
634.3,20565.18958,-36811.2007,-43.01974,117.718,6.189
634.4,20565.45801,-36811.05074,-43.020317,117.719,6.189
634.5,20565.72644,-36810.90077,-43.020893,117.72,6.189
634.6,20565.99487,-36810.7508,-43.02147,117.721,6.189
634.7,20566.2633,-36810.60083,-43.022046,117.721,6.189
634.8,20566.53172,-36810.45086,-43.022623,117.722,6.189
634.9,20566.80015,-36810.30088,-43.023199,117.723,6.189
635,20567.06857,-36810.1509,-43.023776,117.724,6.189
635.1,20567.33699,-36810.00092,-43.024352,117.724,6.189
635.2,20567.60542,-36809.85094,-43.024929,117.725,6.189
635.3,20567.87384,-36809.70096,-43.025505,117.726,6.189
635.4,20568.14226,-36809.55098,-43.026082,117.727,6.189
635.5,20568.41067,-36809.40099,-43.026658,117.727,6.189
635.6,20568.67909,-36809.251,-43.027235,117.728,6.189
635.7,20568.94751,-36809.10101,-43.027811,117.729,6.189
635.8,20569.21592,-36808.95102,-43.028388,117.73,6.189
635.9,20569.48434,-36808.80102,-43.028964,117.73,6.189
636,20569.75275,-36808.65103,-43.029541,117.731,6.189
636.1,20570.02116,-36808.50103,-43.030117,117.732,6.189
636.2,20570.28957,-36808.35103,-43.030694,117.733,6.189
636.3,20570.55798,-36808.20103,-43.03127,117.734,6.189
636.4,20570.82639,-36808.05102,-43.031847,117.734,6.189
636.5,20571.0948,-36807.90102,-43.032423,117.735,6.189
636.6,20571.3632,-36807.75101,-43.032999,117.736,6.189
636.7,20571.63161,-36807.601,-43.033576,117.737,6.189
636.8,20571.90001,-36807.45099,-43.034152,117.737,6.189
636.9,20572.16842,-36807.30097,-43.034729,117.738,6.189
637,20572.43682,-36807.15096,-43.035305,117.739,6.189
637.1,20572.70522,-36807.00094,-43.035882,117.74,6.189
637.2,20572.97362,-36806.85092,-43.036458,117.74,6.189
637.3,20573.24202,-36806.7009,-43.037035,117.741,6.189
637.4,20573.51041,-36806.55087,-43.037611,117.742,6.189
637.5,20573.77881,-36806.40085,-43.038187,117.743,6.189
637.6,20574.04721,-36806.25082,-43.038764,117.743,6.189
637.7,20574.3156,-36806.10079,-43.03934,117.744,6.189
637.8,20574.58399,-36805.95076,-43.039917,117.745,6.189
637.9,20574.85239,-36805.80073,-43.040493,117.746,6.189
638,20575.12078,-36805.65069,-43.041069,117.746,6.189
638.1,20575.38917,-36805.50065,-43.041646,117.747,6.189
638.2,20575.65756,-36805.35061,-43.042222,117.748,6.189
638.3,20575.92594,-36805.20057,-43.042799,117.749,6.189
638.4,20576.19433,-36805.05053,-43.043375,117.75,6.189
638.5,20576.46272,-36804.90048,-43.043952,117.75,6.189
638.6,20576.7311,-36804.75044,-43.044528,117.751,6.189
638.7,20576.99948,-36804.60039,-43.045104,117.752,6.189
638.8,20577.26787,-36804.45034,-43.045681,117.753,6.189
638.9,20577.53625,-36804.30028,-43.046257,117.753,6.189
639,20577.80463,-36804.15023,-43.046834,117.754,6.189
639.1,20578.07301,-36804.00017,-43.04741,117.755,6.189
639.2,20578.34138,-36803.85011,-43.047986,117.756,6.189
639.3,20578.60976,-36803.70005,-43.048563,117.756,6.189
639.4,20578.87814,-36803.54999,-43.049139,117.757,6.189
639.5,20579.14651,-36803.39992,-43.049716,117.758,6.189
639.6,20579.41488,-36803.24986,-43.050292,117.759,6.189
639.7,20579.68326,-36803.09979,-43.050868,117.759,6.189
639.8,20579.95163,-36802.94972,-43.051445,117.76,6.189
639.9,20580.22,-36802.79964,-43.052021,117.761,6.189
640,20580.48837,-36802.64957,-43.052597,117.762,6.189
640.1,20580.75674,-36802.49949,-43.053174,117.762,6.189
640.2,20581.0251,-36802.34941,-43.05375,117.763,6.189
640.3,20581.29347,-36802.19933,-43.054327,117.764,6.189
640.4,20581.56183,-36802.04925,-43.054903,117.765,6.189
640.5,20581.8302,-36801.89917,-43.055479,117.766,6.189
640.6,20582.09856,-36801.74908,-43.056056,117.766,6.189
640.7,20582.36692,-36801.59899,-43.056632,117.767,6.189
640.8,20582.63528,-36801.4489,-43.057208,117.768,6.189
640.9,20582.90364,-36801.29881,-43.057785,117.769,6.189
641,20583.172,-36801.14871,-43.058361,117.769,6.189
641.1,20583.44036,-36800.99862,-43.058937,117.77,6.189
641.2,20583.70871,-36800.84852,-43.059514,117.771,6.189
641.3,20583.97707,-36800.69842,-43.06009,117.772,6.189
641.4,20584.24542,-36800.54832,-43.060666,117.772,6.189
641.5,20584.51377,-36800.39821,-43.061243,117.773,6.189
641.6,20584.78212,-36800.24811,-43.061819,117.774,6.189
641.7,20585.05047,-36800.098,-43.062395,117.775,6.189
641.8,20585.31882,-36799.94789,-43.062972,117.775,6.189
641.9,20585.58717,-36799.79778,-43.063548,117.776,6.189
642,20585.85552,-36799.64766,-43.064124,117.777,6.189
642.1,20586.12387,-36799.49755,-43.064701,117.778,6.189
642.2,20586.39221,-36799.34743,-43.065277,117.778,6.189
642.3,20586.66055,-36799.19731,-43.065853,117.779,6.189
642.4,20586.9289,-36799.04719,-43.06643,117.78,6.189
642.5,20587.19724,-36798.89707,-43.067006,117.781,6.189
642.6,20587.46558,-36798.74694,-43.067582,117.782,6.189
642.7,20587.73392,-36798.59681,-43.068159,117.782,6.189
642.8,20588.00226,-36798.44668,-43.068735,117.783,6.189
642.9,20588.2706,-36798.29655,-43.069311,117.784,6.189
643,20588.53893,-36798.14642,-43.069888,117.785,6.189
643.1,20588.80727,-36797.99628,-43.070464,117.785,6.189
643.2,20589.0756,-36797.84615,-43.07104,117.786,6.189
643.3,20589.34393,-36797.69601,-43.071616,117.787,6.189
643.4,20589.61227,-36797.54587,-43.072193,117.788,6.189
643.5,20589.8806,-36797.39572,-43.072769,117.788,6.189
643.6,20590.14893,-36797.24558,-43.073345,117.789,6.189
643.7,20590.41725,-36797.09543,-43.073922,117.79,6.189
643.8,20590.68558,-36796.94528,-43.074498,117.791,6.189
643.9,20590.95391,-36796.79513,-43.075074,117.791,6.189
644,20591.22223,-36796.64498,-43.07565,117.792,6.189
644.1,20591.49056,-36796.49482,-43.076227,117.793,6.189
644.2,20591.75888,-36796.34467,-43.076803,117.794,6.189
644.3,20592.0272,-36796.19451,-43.077379,117.794,6.189
644.4,20592.29552,-36796.04435,-43.077956,117.795,6.189
644.5,20592.56384,-36795.89418,-43.078532,117.796,6.189
644.6,20592.83216,-36795.74402,-43.079108,117.797,6.189
644.7,20593.10048,-36795.59385,-43.079684,117.798,6.189
644.8,20593.3688,-36795.44368,-43.080261,117.798,6.189
644.9,20593.63711,-36795.29351,-43.080837,117.799,6.189
645,20593.90543,-36795.14334,-43.081413,117.8,6.189
645.1,20594.17374,-36794.99317,-43.081989,117.801,6.189
645.2,20594.44205,-36794.84299,-43.082566,117.801,6.189
