Time (EpSec),x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
76.8,4191.993373,-4030.137398,3054.703006,-0.080659,-1.487491,2.890799
76.9,4191.985278,-4030.286119,3054.992065,-0.081248,-1.486924,2.890369
77,4191.977123,-4030.434783,3055.28108,-0.081838,-1.486358,2.88994
77.1,4191.96891,-4030.583391,3055.570053,-0.082427,-1.485791,2.88951
77.2,4191.960638,-4030.731941,3055.858982,-0.083017,-1.485224,2.88908
77.3,4191.952307,-4030.880435,3056.147869,-0.083606,-1.484658,2.888651
77.4,4191.943917,-4031.028873,3056.436712,-0.084195,-1.484091,2.888221
77.5,4191.935468,-4031.177254,3056.725513,-0.084784,-1.483524,2.887791
77.6,4191.92696,-4031.325578,3057.014271,-0.085373,-1.482958,2.887362
77.7,4191.918393,-4031.473845,3057.302985,-0.085963,-1.482391,2.886932
77.8,4191.909767,-4031.622056,3057.591657,-0.086552,-1.481825,2.886503
77.9,4191.901083,-4031.77021,3057.880286,-0.08714,-1.481258,2.886073
78,4191.892339,-4031.918308,3058.168872,-0.087729,-1.480692,2.885643
78.1,4191.883537,-4032.066348,3058.457415,-0.088318,-1.480126,2.885214
78.2,4191.874676,-4032.214333,3058.745914,-0.088907,-1.479559,2.884784
78.3,4191.865755,-4032.36226,3059.034371,-0.089496,-1.478993,2.884355
78.4,4191.856776,-4032.510131,3059.322785,-0.090084,-1.478427,2.883925
78.5,4191.847739,-4032.657946,3059.611156,-0.090673,-1.47786,2.883495
78.6,4191.838642,-4032.805703,3059.899485,-0.091261,-1.477294,2.883066
78.7,4191.829486,-4032.953404,3060.18777,-0.09185,-1.476728,2.882636
78.8,4191.820272,-4033.101049,3060.476012,-0.092438,-1.476162,2.882207
78.9,4191.810999,-4033.248637,3060.764211,-0.093027,-1.475596,2.881777
79,4191.801667,-4033.396168,3061.052367,-0.093615,-1.47503,2.881348
79.1,4191.792276,-4033.543643,3061.34048,-0.094203,-1.474464,2.880918
79.2,4191.782826,-4033.691061,3061.628551,-0.094791,-1.473898,2.880488
79.3,4191.773317,-4033.838422,3061.916578,-0.095379,-1.473332,2.880059
79.4,4191.76375,-4033.985727,3062.204563,-0.095968,-1.472766,2.879629
79.5,4191.754124,-4034.132976,3062.492504,-0.096556,-1.4722,2.8792
79.6,4191.744439,-4034.280167,3062.780402,-0.097143,-1.471634,2.87877
79.7,4191.734695,-4034.427303,3063.068258,-0.097731,-1.471069,2.878341
79.8,4191.724893,-4034.574381,3063.356071,-0.098319,-1.470503,2.877911
79.9,4191.715031,-4034.721403,3063.64384,-0.098907,-1.469937,2.877481
80,4191.705111,-4034.868368,3063.931567,-0.099495,-1.469371,2.877052
80.1,4191.695132,-4035.015277,3064.219251,-0.100082,-1.468806,2.876622
80.2,4191.685095,-4035.16213,3064.506891,-0.10067,-1.46824,2.876193
80.3,4191.674999,-4035.308925,3064.794489,-0.101257,-1.467674,2.875763
80.4,4191.664843,-4035.455665,3065.082044,-0.101845,-1.467109,2.875334
80.5,4191.65463,-4035.602347,3065.369556,-0.102432,-1.466543,2.874904
80.6,4191.644357,-4035.748973,3065.657025,-0.103019,-1.465978,2.874475
80.7,4191.634026,-4035.895543,3065.944451,-0.103607,-1.465413,2.874045
80.8,4191.623636,-4036.042056,3066.231834,-0.104194,-1.464847,2.873616
80.9,4191.613187,-4036.188512,3066.519174,-0.104781,-1.464282,2.873186
81,4191.602679,-4036.334912,3066.806471,-0.105368,-1.463716,2.872757
81.1,4191.592113,-4036.481255,3067.093725,-0.105955,-1.463151,2.872327
81.2,4191.581488,-4036.627542,3067.380937,-0.106542,-1.462586,2.871897
81.3,4191.570805,-4036.773773,3067.668105,-0.107129,-1.462021,2.871468
81.4,4191.560063,-4036.919946,3067.95523,-0.107716,-1.461455,2.871038
81.5,4191.549262,-4037.066064,3068.242312,-0.108303,-1.46089,2.870609
81.6,4191.538402,-4037.212124,3068.529352,-0.10889,-1.460325,2.870179
81.7,4191.527484,-4037.358129,3068.816348,-0.109476,-1.45976,2.86975
81.8,4191.516507,-4037.504076,3069.103302,-0.110063,-1.459195,2.86932
81.9,4191.505471,-4037.649968,3069.390212,-0.110649,-1.45863,2.868891
82,4191.494377,-4037.795802,3069.67708,-0.111236,-1.458065,2.868461
82.1,4191.483224,-4037.941581,3069.963905,-0.111822,-1.4575,2.868032
82.2,4191.472012,-4038.087302,3070.250686,-0.112409,-1.456935,2.867602
82.3,4191.460742,-4038.232968,3070.537425,-0.112995,-1.45637,2.867173
82.4,4191.449413,-4038.378577,3070.824121,-0.113581,-1.455805,2.866743
82.5,4191.438026,-4038.524129,3071.110774,-0.114167,-1.455241,2.866314
82.6,4191.42658,-4038.669625,3071.397384,-0.114754,-1.454676,2.865884
82.7,4191.415075,-4038.815064,3071.683951,-0.11534,-1.454111,2.865455
82.8,4191.403512,-4038.960447,3071.970475,-0.115926,-1.453546,2.865025
82.9,4191.39189,-4039.105773,3072.256956,-0.116512,-1.452982,2.864596
83,4191.38021,-4039.251043,3072.543394,-0.117098,-1.452417,2.864166
83.1,4191.368471,-4039.396257,3072.829789,-0.117683,-1.451853,2.863737
83.2,4191.356673,-4039.541414,3073.116141,-0.118269,-1.451288,2.863307
83.3,4191.344817,-4039.686514,3073.402451,-0.118855,-1.450723,2.862878
83.4,4191.332902,-4039.831558,3073.688717,-0.119441,-1.450159,2.862448
83.5,4191.320929,-4039.976546,3073.97494,-0.120026,-1.449595,2.862019
83.6,4191.308897,-4040.121477,3074.261121,-0.120612,-1.44903,2.86159
83.7,4191.296806,-4040.266352,3074.547258,-0.121197,-1.448466,2.86116
83.8,4191.284657,-4040.41117,3074.833353,-0.121783,-1.447901,2.860731
83.9,4191.27245,-4040.555932,3075.119404,-0.122368,-1.447337,2.860301
84,4191.260184,-4040.700638,3075.405413,-0.122953,-1.446773,2.859872
84.1,4191.247859,-4040.845287,3075.691379,-0.123539,-1.446209,2.859442
84.2,4191.235476,-4040.98988,3075.977301,-0.124124,-1.445644,2.859013
84.3,4191.223034,-4041.134416,3076.263181,-0.124709,-1.44508,2.858583
84.4,4191.210534,-4041.278896,3076.549018,-0.125294,-1.444516,2.858154
84.5,4191.197975,-4041.423319,3076.834812,-0.125879,-1.443952,2.857724
84.6,4191.185358,-4041.567686,3077.120563,-0.126464,-1.443388,2.857295
84.7,4191.172683,-4041.711997,3077.406271,-0.127049,-1.442824,2.856865
84.8,4191.159949,-4041.856251,3077.691936,-0.127634,-1.44226,2.856436
84.9,4191.147156,-4042.000449,3077.977558,-0.128219,-1.441696,2.856007
85,4191.134305,-4042.14459,3078.263137,-0.128803,-1.441132,2.855577
85.1,4191.121395,-4042.288675,3078.548674,-0.129388,-1.440568,2.855148
85.2,4191.108427,-4042.432704,3078.834167,-0.129973,-1.440004,2.854718
85.3,4191.095401,-4042.576676,3079.119617,-0.130557,-1.43944,2.854289
85.4,4191.082316,-4042.720592,3079.405025,-0.131142,-1.438877,2.853859
85.5,4191.069172,-4042.864451,3079.690389,-0.131726,-1.438313,2.85343
85.6,4191.055971,-4043.008254,3079.975711,-0.13231,-1.437749,2.853001
85.7,4191.04271,-4043.152001,3080.260989,-0.132895,-1.437185,2.852571
85.8,4191.029392,-4043.295691,3080.546225,-0.133479,-1.436622,2.852142
85.9,4191.016015,-4043.439325,3080.831418,-0.134063,-1.436058,2.851712
86,4191.002579,-4043.582903,3081.116567,-0.134647,-1.435495,2.851283
86.1,4190.989085,-4043.726424,3081.401674,-0.135231,-1.434931,2.850853
86.2,4190.975533,-4043.869889,3081.686738,-0.135815,-1.434367,2.850424
86.3,4190.961922,-4044.013298,3081.971759,-0.136399,-1.433804,2.849995
86.4,4190.948253,-4044.15665,3082.256737,-0.136983,-1.433241,2.849565
86.5,4190.934525,-4044.299946,3082.541672,-0.137567,-1.432677,2.849136
86.6,4190.920739,-4044.443185,3082.826564,-0.138151,-1.432114,2.848706
86.7,4190.906895,-4044.586368,3083.111413,-0.138735,-1.43155,2.848277
86.8,4190.892992,-4044.729495,3083.396219,-0.139318,-1.430987,2.847847
86.9,4190.879031,-4044.872566,3083.680983,-0.139902,-1.430424,2.847418
87,4190.865012,-4045.01558,3083.965703,-0.140486,-1.429861,2.846989
87.1,4190.850934,-4045.158538,3084.25038,-0.141069,-1.429297,2.846559
87.2,4190.836798,-4045.30144,3084.535015,-0.141652,-1.428734,2.84613
87.3,4190.822604,-4045.444285,3084.819606,-0.142236,-1.428171,2.8457
87.4,4190.808351,-4045.587074,3085.104155,-0.142819,-1.427608,2.845271
87.5,4190.79404,-4045.729806,3085.388661,-0.143402,-1.427045,2.844842
87.6,4190.779671,-4045.872483,3085.673123,-0.143986,-1.426482,2.844412
87.7,4190.765243,-4046.015103,3085.957543,-0.144569,-1.425919,2.843983
87.8,4190.750757,-4046.157667,3086.24192,-0.145152,-1.425356,2.843553
87.9,4190.736212,-4046.300174,3086.526254,-0.145735,-1.424793,2.843124
88,4190.72161,-4046.442625,3086.810545,-0.146318,-1.42423,2.842695
88.1,4190.706949,-4046.58502,3087.094793,-0.146901,-1.423667,2.842265
88.2,4190.69223,-4046.727359,3087.378998,-0.147484,-1.423104,2.841836
88.3,4190.677452,-4046.869641,3087.66316,-0.148066,-1.422542,2.841407
88.4,4190.662616,-4047.011867,3087.947279,-0.148649,-1.421979,2.840977
88.5,4190.647722,-4047.154037,3088.231355,-0.149232,-1.421416,2.840548
88.6,4190.63277,-4047.29615,3088.515389,-0.149815,-1.420853,2.840118
88.7,4190.617759,-4047.438207,3088.799379,-0.150397,-1.420291,2.839689
88.8,4190.602691,-4047.580208,3089.083326,-0.15098,-1.419728,2.83926
88.9,4190.587563,-4047.722153,3089.367231,-0.151562,-1.419166,2.83883
89,4190.572378,-4047.864041,3089.651092,-0.152144,-1.418603,2.838401
89.1,4190.557135,-4048.005874,3089.934911,-0.152727,-1.418041,2.837972
89.2,4190.541833,-4048.14765,3090.218687,-0.153309,-1.417478,2.837542
89.3,4190.526473,-4048.289369,3090.50242,-0.153891,-1.416916,2.837113
89.4,4190.511055,-4048.431033,3090.786109,-0.154473,-1.416353,2.836683
89.5,4190.495578,-4048.57264,3091.069756,-0.155056,-1.415791,2.836254
89.6,4190.480043,-4048.714191,3091.35336,-0.155638,-1.415228,2.835825
89.7,4190.464451,-4048.855686,3091.636921,-0.15622,-1.414666,2.835395
89.8,4190.448799,-4048.997124,3091.920439,-0.156802,-1.414104,2.834966
89.9,4190.43309,-4049.138506,3092.203914,-0.157383,-1.413542,2.834537
90,4190.417323,-4049.279832,3092.487347,-0.157965,-1.412979,2.834107
90.1,4190.401497,-4049.421102,3092.770736,-0.158547,-1.412417,2.833678
90.2,4190.385613,-4049.562316,3093.054082,-0.159129,-1.411855,2.833249
90.3,4190.369671,-4049.703473,3093.337386,-0.15971,-1.411293,2.832819
90.4,4190.353671,-4049.844574,3093.620646,-0.160292,-1.410731,2.83239
90.5,4190.337613,-4049.985619,3093.903864,-0.160873,-1.410169,2.831961
90.6,4190.321497,-4050.126608,3094.187038,-0.161455,-1.409607,2.831531
90.7,4190.305322,-4050.267541,3094.47017,-0.162036,-1.409045,2.831102
90.8,4190.289089,-4050.408417,3094.753258,-0.162618,-1.408483,2.830672
90.9,4190.272799,-4050.549237,3095.036304,-0.163199,-1.407921,2.830243
91,4190.25645,-4050.690001,3095.319307,-0.16378,-1.407359,2.829814
91.1,4190.240042,-4050.830709,3095.602267,-0.164361,-1.406797,2.829384
91.2,4190.223577,-4050.971361,3095.885184,-0.164943,-1.406236,2.828955
91.3,4190.207054,-4051.111956,3096.168058,-0.165524,-1.405674,2.828526
91.4,4190.190473,-4051.252496,3096.450889,-0.166105,-1.405112,2.828096
91.5,4190.173833,-4051.392979,3096.733677,-0.166686,-1.40455,2.827667
91.6,4190.157135,-4051.533406,3097.016423,-0.167267,-1.403989,2.827238
91.7,4190.14038,-4051.673777,3097.299125,-0.167847,-1.403427,2.826808
91.8,4190.123566,-4051.814091,3097.581784,-0.168428,-1.402865,2.826379
91.9,4190.106694,-4051.95435,3097.864401,-0.169009,-1.402304,2.82595
92,4190.089764,-4052.094552,3098.146974,-0.16959,-1.401742,2.82552
92.1,4190.072776,-4052.234698,3098.429505,-0.17017,-1.401181,2.825091
92.2,4190.05573,-4052.374788,3098.711992,-0.170751,-1.400619,2.824662
92.3,4190.038626,-4052.514822,3098.994437,-0.171331,-1.400058,2.824233
92.4,4190.021464,-4052.6548,3099.276839,-0.171912,-1.399497,2.823803
92.5,4190.004244,-4052.794721,3099.559198,-0.172492,-1.398935,2.823374
92.6,4189.986966,-4052.934587,3099.841514,-0.173072,-1.398374,2.822945
92.7,4189.969629,-4053.074396,3100.123787,-0.173653,-1.397813,2.822515
92.8,4189.952235,-4053.214149,3100.406017,-0.174233,-1.397251,2.822086
92.9,4189.934783,-4053.353846,3100.688204,-0.174813,-1.39669,2.821657
93,4189.917272,-4053.493487,3100.970348,-0.175393,-1.396129,2.821227
93.1,4189.899704,-4053.633072,3101.252449,-0.175973,-1.395568,2.820798
93.2,4189.882078,-4053.772601,3101.534508,-0.176553,-1.395007,2.820369
93.3,4189.864393,-4053.912073,3101.816523,-0.177133,-1.394445,2.819939
93.4,4189.846651,-4054.05149,3102.098496,-0.177713,-1.393884,2.81951
93.5,4189.828851,-4054.19085,3102.380425,-0.178293,-1.393323,2.819081
93.6,4189.810993,-4054.330154,3102.662312,-0.178872,-1.392762,2.818651
93.7,4189.793076,-4054.469403,3102.944155,-0.179452,-1.392201,2.818222
93.8,4189.775102,-4054.608595,3103.225956,-0.180032,-1.39164,2.817793
93.9,4189.75707,-4054.747731,3103.507714,-0.180611,-1.39108,2.817364
94,4189.73898,-4054.886811,3103.789429,-0.181191,-1.390519,2.816934
94.1,4189.720832,-4055.025834,3104.071101,-0.18177,-1.389958,2.816505
94.2,4189.702626,-4055.164802,3104.35273,-0.18235,-1.389397,2.816076
94.3,4189.684362,-4055.303714,3104.634316,-0.182929,-1.388836,2.815646
94.4,4189.66604,-4055.442569,3104.915859,-0.183508,-1.388276,2.815217
94.5,4189.64766,-4055.581369,3105.197359,-0.184088,-1.387715,2.814788
94.6,4189.629222,-4055.720112,3105.478817,-0.184667,-1.387154,2.814358
94.7,4189.610727,-4055.8588,3105.760231,-0.185246,-1.386594,2.813929
94.8,4189.592173,-4055.997431,3106.041603,-0.185825,-1.386033,2.8135
94.9,4189.573562,-4056.136006,3106.322931,-0.186404,-1.385472,2.813071
95,4189.554892,-4056.274526,3106.604217,-0.186983,-1.384912,2.812641
95.1,4189.536165,-4056.412989,3106.885459,-0.187562,-1.384351,2.812212
95.2,4189.51738,-4056.551396,3107.166659,-0.188141,-1.383791,2.811783
95.3,4189.498537,-4056.689747,3107.447816,-0.18872,-1.38323,2.811353
95.4,4189.479636,-4056.828042,3107.72893,-0.189298,-1.38267,2.810924
95.5,4189.460677,-4056.966281,3108.010001,-0.189877,-1.38211,2.810495
95.6,4189.441661,-4057.104464,3108.291029,-0.190456,-1.381549,2.810066
95.7,4189.422586,-4057.242591,3108.572014,-0.191034,-1.380989,2.809636
95.8,4189.403454,-4057.380662,3108.852956,-0.191613,-1.380429,2.809207
95.9,4189.384264,-4057.518677,3109.133855,-0.192191,-1.379869,2.808778
96,4189.365016,-4057.656635,3109.414712,-0.19277,-1.379308,2.808349
96.1,4189.34571,-4057.794538,3109.695525,-0.193348,-1.378748,2.807919
96.2,4189.326346,-4057.932385,3109.976295,-0.193926,-1.378188,2.80749
96.3,4189.306924,-4058.070176,3110.257023,-0.194504,-1.377628,2.807061
96.4,4189.287445,-4058.207911,3110.537708,-0.195083,-1.377068,2.806631
96.5,4189.267908,-4058.345589,3110.818349,-0.195661,-1.376508,2.806202
96.6,4189.248313,-4058.483212,3111.098948,-0.196239,-1.375948,2.805773
96.7,4189.22866,-4058.620779,3111.379504,-0.196817,-1.375388,2.805344
96.8,4189.20895,-4058.75829,3111.660017,-0.197395,-1.374828,2.804914
96.9,4189.189181,-4058.895745,3111.940487,-0.197973,-1.374268,2.804485
97,4189.169355,-4059.033143,3112.220914,-0.198551,-1.373708,2.804056
97.1,4189.149471,-4059.170486,3112.501298,-0.199128,-1.373148,2.803627
97.2,4189.129529,-4059.307773,3112.781639,-0.199706,-1.372588,2.803197
97.3,4189.10953,-4059.445004,3113.061937,-0.200284,-1.372029,2.802768
97.4,4189.089473,-4059.582179,3113.342193,-0.200861,-1.371469,2.802339
97.5,4189.069358,-4059.719298,3113.622405,-0.201439,-1.370909,2.80191
97.6,4189.049185,-4059.856361,3113.902575,-0.202016,-1.37035,2.80148
97.7,4189.028954,-4059.993368,3114.182701,-0.202594,-1.36979,2.801051
97.8,4189.008666,-4060.130319,3114.462785,-0.203171,-1.36923,2.800622
97.9,4188.98832,-4060.267214,3114.742826,-0.203748,-1.368671,2.800193
98,4188.967916,-4060.404053,3115.022823,-0.204326,-1.368111,2.799763
98.1,4188.947455,-4060.540836,3115.302778,-0.204903,-1.367552,2.799334
98.2,4188.926936,-4060.677563,3115.58269,-0.20548,-1.366992,2.798905
98.3,4188.906359,-4060.814234,3115.862559,-0.206057,-1.366433,2.798475
98.4,4188.885724,-4060.95085,3116.142385,-0.206634,-1.365873,2.798046
98.5,4188.865032,-4061.087409,3116.422168,-0.207211,-1.365314,2.797617
98.6,4188.844282,-4061.223912,3116.701909,-0.207788,-1.364755,2.797188
98.7,4188.823474,-4061.36036,3116.981606,-0.208365,-1.364195,2.796758
98.8,4188.802609,-4061.496751,3117.26126,-0.208942,-1.363636,2.796329
98.9,4188.781686,-4061.633087,3117.540872,-0.209519,-1.363077,2.7959
99,4188.760705,-4061.769367,3117.82044,-0.210095,-1.362518,2.795471
99.1,4188.739667,-4061.905591,3118.099966,-0.210672,-1.361958,2.795041
99.2,4188.718571,-4062.041758,3118.379449,-0.211249,-1.361399,2.794612
99.3,4188.697417,-4062.17787,3118.658888,-0.211825,-1.36084,2.794183
99.4,4188.676206,-4062.313926,3118.938285,-0.212402,-1.360281,2.793754
99.5,4188.654937,-4062.449927,3119.217639,-0.212978,-1.359722,2.793325
99.6,4188.63361,-4062.585871,3119.49695,-0.213555,-1.359163,2.792895
99.7,4188.612226,-4062.721759,3119.776218,-0.214131,-1.358604,2.792466
99.8,4188.590784,-4062.857592,3120.055443,-0.214707,-1.358045,2.792037
99.9,4188.569285,-4062.993368,3120.334626,-0.215283,-1.357486,2.791608
100,4188.547727,-4063.129089,3120.613765,-0.21586,-1.356927,2.791178
100.1,4188.526113,-4063.264754,3120.892861,-0.216436,-1.356368,2.790749
100.2,4188.50444,-4063.400362,3121.171915,-0.217012,-1.355809,2.79032
100.3,4188.48271,-4063.535915,3121.450925,-0.217588,-1.355251,2.789891
100.4,4188.460923,-4063.671413,3121.729893,-0.218164,-1.354692,2.789461
100.5,4188.439078,-4063.806854,3122.008817,-0.218739,-1.354133,2.789032
100.6,4188.417175,-4063.942239,3122.287699,-0.219315,-1.353574,2.788603
100.7,4188.395215,-4064.077569,3122.566538,-0.219891,-1.353016,2.788174
100.8,4188.373197,-4064.212842,3122.845334,-0.220467,-1.352457,2.787744
100.9,4188.351121,-4064.34806,3123.124087,-0.221042,-1.351898,2.787315
101,4188.328988,-4064.483222,3123.402797,-0.221618,-1.35134,2.786886
101.1,4188.306798,-4064.618328,3123.681464,-0.222194,-1.350781,2.786457
101.2,4188.284549,-4064.753378,3123.960088,-0.222769,-1.350223,2.786028
101.3,4188.262244,-4064.888373,3124.23867,-0.223345,-1.349664,2.785598
101.4,4188.239881,-4065.023311,3124.517208,-0.22392,-1.349106,2.785169
101.5,4188.21746,-4065.158194,3124.795703,-0.224495,-1.348548,2.78474
101.6,4188.194982,-4065.293021,3125.074156,-0.225071,-1.347989,2.784311
101.7,4188.172446,-4065.427792,3125.352566,-0.225646,-1.347431,2.783881
101.8,4188.149852,-4065.562507,3125.630932,-0.226221,-1.346872,2.783452
101.9,4188.127202,-4065.697166,3125.909256,-0.226796,-1.346314,2.783023
102,4188.104493,-4065.83177,3126.187537,-0.227371,-1.345756,2.782594
102.1,4188.081727,-4065.966317,3126.465775,-0.227946,-1.345198,2.782164
102.2,4188.058904,-4066.100809,3126.74397,-0.228521,-1.34464,2.781735
102.3,4188.036023,-4066.235245,3127.022122,-0.229096,-1.344081,2.781306
102.4,4188.013085,-4066.369625,3127.300231,-0.229671,-1.343523,2.780877
102.5,4187.990089,-4066.50395,3127.578297,-0.230245,-1.342965,2.780448
102.6,4187.967036,-4066.638219,3127.856321,-0.23082,-1.342407,2.780018
102.7,4187.943925,-4066.772431,3128.134301,-0.231395,-1.341849,2.779589
102.8,4187.920757,-4066.906588,3128.412238,-0.231969,-1.341291,2.77916
102.9,4187.897531,-4067.04069,3128.690133,-0.232544,-1.340733,2.778731
103,4187.874248,-4067.174735,3128.967984,-0.233119,-1.340175,2.778302
103.1,4187.850907,-4067.308725,3129.245793,-0.233693,-1.339617,2.777872
103.2,4187.827509,-4067.442658,3129.523559,-0.234267,-1.339059,2.777443
103.3,4187.804054,-4067.576536,3129.801282,-0.234842,-1.338502,2.777014
103.4,4187.780541,-4067.710359,3130.078962,-0.235416,-1.337944,2.776585
103.5,4187.756971,-4067.844125,3130.356599,-0.23599,-1.337386,2.776155
103.6,4187.733343,-4067.977836,3130.634193,-0.236564,-1.336828,2.775726
103.7,4187.709658,-4068.111491,3130.911744,-0.237139,-1.336271,2.775297
103.8,4187.685915,-4068.24509,3131.189252,-0.237713,-1.335713,2.774868
103.9,4187.662115,-4068.378633,3131.466718,-0.238287,-1.335155,2.774439
104,4187.638258,-4068.512121,3131.74414,-0.238861,-1.334598,2.774009
104.1,4187.614343,-4068.645553,3132.021519,-0.239434,-1.33404,2.77358
104.2,4187.590371,-4068.778929,3132.298856,-0.240008,-1.333482,2.773151
104.3,4187.566341,-4068.912249,3132.57615,-0.240582,-1.332925,2.772722
104.4,4187.542255,-4069.045514,3132.8534,-0.241156,-1.332367,2.772293
104.5,4187.51811,-4069.178723,3133.130608,-0.241729,-1.33181,2.771863
104.6,4187.493909,-4069.311876,3133.407773,-0.242303,-1.331253,2.771434
104.7,4187.46965,-4069.444973,3133.684895,-0.242877,-1.330695,2.771005
104.8,4187.445333,-4069.578015,3133.961974,-0.24345,-1.330138,2.770576
104.9,4187.42096,-4069.711001,3134.23901,-0.244024,-1.32958,2.770146
105,4187.396529,-4069.843931,3134.516003,-0.244597,-1.329023,2.769717
105.1,4187.37204,-4069.976806,3134.792953,-0.24517,-1.328466,2.769288
105.2,4187.347495,-4070.109624,3135.069861,-0.245744,-1.327909,2.768859
105.3,4187.322892,-4070.242387,3135.346725,-0.246317,-1.327351,2.76843
105.4,4187.298231,-4070.375095,3135.623547,-0.24689,-1.326794,2.768
105.5,4187.273513,-4070.507746,3135.900325,-0.247463,-1.326237,2.767571
105.6,4187.248739,-4070.640342,3136.177061,-0.248036,-1.32568,2.767142
105.7,4187.223906,-4070.772882,3136.453754,-0.248609,-1.325123,2.766713
105.8,4187.199017,-4070.905367,3136.730404,-0.249182,-1.324566,2.766284
105.9,4187.17407,-4071.037795,3137.00701,-0.249755,-1.324009,2.765854
106,4187.149066,-4071.170168,3137.283574,-0.250328,-1.323452,2.765425
106.1,4187.124004,-4071.302486,3137.560095,-0.250901,-1.322895,2.764996
106.2,4187.098885,-4071.434747,3137.836574,-0.251474,-1.322338,2.764567
106.3,4187.073709,-4071.566953,3138.113009,-0.252046,-1.321781,2.764138
106.4,4187.048476,-4071.699104,3138.389401,-0.252619,-1.321224,2.763708
106.5,4187.023186,-4071.831198,3138.665751,-0.253192,-1.320667,2.763279
106.6,4186.997838,-4071.963237,3138.942057,-0.253764,-1.320111,2.76285
106.7,4186.972433,-4072.09522,3139.21832,-0.254337,-1.319554,2.762421
106.8,4186.94697,-4072.227148,3139.494541,-0.254909,-1.318997,2.761992
106.9,4186.921451,-4072.35902,3139.770719,-0.255481,-1.31844,2.761562
107,4186.895874,-4072.490836,3140.046854,-0.256054,-1.317884,2.761133
107.1,4186.87024,-4072.622597,3140.322945,-0.256626,-1.317327,2.760704
107.2,4186.844549,-4072.754301,3140.598994,-0.257198,-1.316771,2.760275
107.3,4186.818801,-4072.885951,3140.875,-0.25777,-1.316214,2.759846
107.4,4186.792995,-4073.017544,3141.150963,-0.258343,-1.315657,2.759416
107.5,4186.767132,-4073.149082,3141.426884,-0.258915,-1.315101,2.758987
107.6,4186.741212,-4073.280564,3141.702761,-0.259487,-1.314544,2.758558
107.7,4186.715235,-4073.411991,3141.978595,-0.260059,-1.313988,2.758129
107.8,4186.6892,-4073.543362,3142.254387,-0.26063,-1.313432,2.7577
107.9,4186.663109,-4073.674677,3142.530135,-0.261202,-1.312875,2.75727
108,4186.63696,-4073.805937,3142.805841,-0.261774,-1.312319,2.756841
108.1,4186.610754,-4073.937141,3143.081503,-0.262346,-1.311762,2.756412
108.2,4186.584491,-4074.06829,3143.357123,-0.262917,-1.311206,2.755983
108.3,4186.55817,-4074.199382,3143.6327,-0.263489,-1.31065,2.755554
108.4,4186.531793,-4074.33042,3143.908234,-0.264061,-1.310094,2.755124
108.5,4186.505358,-4074.461401,3144.183725,-0.264632,-1.309537,2.754695
108.6,4186.478866,-4074.592327,3144.459173,-0.265204,-1.308981,2.754266
108.7,4186.452318,-4074.723197,3144.734578,-0.265775,-1.308425,2.753837
108.8,4186.425711,-4074.854012,3145.00994,-0.266346,-1.307869,2.753408
108.9,4186.399048,-4074.984771,3145.285259,-0.266918,-1.307313,2.752978
109,4186.372328,-4075.115475,3145.560536,-0.267489,-1.306757,2.752549
109.1,4186.34555,-4075.246123,3145.835769,-0.26806,-1.306201,2.75212
109.2,4186.318716,-4075.376715,3146.11096,-0.268631,-1.305645,2.751691
109.3,4186.291824,-4075.507252,3146.386107,-0.269202,-1.305089,2.751262
109.4,4186.264875,-4075.637733,3146.661212,-0.269773,-1.304533,2.750832
109.5,4186.23787,-4075.768158,3146.936274,-0.270344,-1.303977,2.750403
109.6,4186.210807,-4075.898528,3147.211293,-0.270915,-1.303421,2.749974
109.7,4186.183687,-4076.028842,3147.486269,-0.271486,-1.302865,2.749545
109.8,4186.156509,-4076.159101,3147.761202,-0.272057,-1.30231,2.749116
109.9,4186.129275,-4076.289304,3148.036092,-0.272628,-1.301754,2.748686
110,4186.101984,-4076.419452,3148.310939,-0.273198,-1.301198,2.748257
110.1,4186.074636,-4076.549544,3148.585743,-0.273769,-1.300642,2.747828
110.2,4186.04723,-4076.67958,3148.860505,-0.27434,-1.300087,2.747399
110.3,4186.019768,-4076.809561,3149.135223,-0.27491,-1.299531,2.74697
110.4,4185.992248,-4076.939487,3149.409898,-0.275481,-1.298975,2.74654
110.5,4185.964671,-4077.069356,3149.684531,-0.276051,-1.29842,2.746111
110.6,4185.937038,-4077.199171,3149.959121,-0.276621,-1.297864,2.745682
110.7,4185.909347,-4077.328929,3150.233667,-0.277192,-1.297309,2.745253
110.8,4185.8816,-4077.458632,3150.508171,-0.277762,-1.296753,2.744824
110.9,4185.853795,-4077.58828,3150.782632,-0.278332,-1.296198,2.744394
111,4185.825933,-4077.717872,3151.05705,-0.278902,-1.295642,2.743965
111.1,4185.798014,-4077.847408,3151.331425,-0.279473,-1.295087,2.743536
111.2,4185.770039,-4077.976889,3151.605757,-0.280043,-1.294532,2.743107
111.3,4185.742006,-4078.106315,3151.880046,-0.280613,-1.293976,2.742678
111.4,4185.713916,-4078.235685,3152.154293,-0.281183,-1.293421,2.742248
111.5,4185.685769,-4078.364999,3152.428496,-0.281752,-1.292866,2.741819
111.6,4185.657566,-4078.494258,3152.702657,-0.282322,-1.29231,2.74139
111.7,4185.629305,-4078.623461,3152.976774,-0.282892,-1.291755,2.740961
