Time (EpSec),x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
639.6,3324.867774,-4019.767563,3974.431075,-2.893813,1.525425,0.259661
639.7,3324.578369,-4019.614992,3974.457013,-2.894283,1.525993,0.259099
639.8,3324.288917,-4019.462365,3974.482895,-2.894753,1.526561,0.258537
639.9,3323.999418,-4019.30968,3974.508721,-2.895223,1.52713,0.257975
640,3323.709872,-4019.156939,3974.53449,-2.895693,1.527698,0.257414
640.1,3323.42028,-4019.004141,3974.560204,-2.896162,1.528266,0.256852
640.2,3323.13064,-4018.851286,3974.585861,-2.896632,1.528834,0.25629
640.3,3322.840953,-4018.698374,3974.611461,-2.897102,1.529402,0.255728
640.4,3322.55122,-4018.545405,3974.637006,-2.897572,1.529971,0.255165
640.5,3322.261439,-4018.39238,3974.662495,-2.898042,1.530539,0.254603
640.6,3321.971611,-4018.239297,3974.687927,-2.898512,1.531108,0.254041
640.7,3321.681736,-4018.086158,3974.713303,-2.898982,1.531676,0.253479
640.8,3321.391815,-4017.932962,3974.738622,-2.899452,1.532245,0.252916
640.9,3321.101846,-4017.779709,3974.763886,-2.899922,1.532813,0.252354
641,3320.81183,-4017.626399,3974.789093,-2.900392,1.533382,0.251791
641.1,3320.521768,-4017.473033,3974.814244,-2.900862,1.53395,0.251229
641.2,3320.231658,-4017.319609,3974.839339,-2.901332,1.534519,0.250666
641.3,3319.941501,-4017.166129,3974.864378,-2.901802,1.535087,0.250104
641.4,3319.651298,-4017.012592,3974.88936,-2.902272,1.535656,0.249541
641.5,3319.361047,-4016.858998,3974.914286,-2.902742,1.536225,0.248978
641.6,3319.070749,-4016.705347,3974.939155,-2.903212,1.536794,0.248415
641.7,3318.780405,-4016.551639,3974.963969,-2.903682,1.537363,0.247852
641.8,3318.490013,-4016.397874,3974.988726,-2.904152,1.537931,0.247289
641.9,3318.199574,-4016.244053,3975.013427,-2.904622,1.5385,0.246726
642,3317.909089,-4016.090174,3975.038071,-2.905092,1.539069,0.246163
642.1,3317.618556,-4015.936239,3975.062659,-2.905562,1.539638,0.2456
642.2,3317.327976,-4015.782247,3975.087191,-2.906032,1.540207,0.245037
642.3,3317.03735,-4015.628198,3975.111667,-2.906502,1.540776,0.244474
642.4,3316.746676,-4015.474091,3975.136086,-2.906972,1.541345,0.24391
642.5,3316.455955,-4015.319928,3975.160449,-2.907442,1.541914,0.243347
642.6,3316.165187,-4015.165709,3975.184755,-2.907912,1.542484,0.242783
642.7,3315.874373,-4015.011432,3975.209005,-2.908382,1.543053,0.24222
642.8,3315.583511,-4014.857098,3975.233199,-2.908852,1.543622,0.241656
642.9,3315.292602,-4014.702707,3975.257337,-2.909322,1.544191,0.241093
643,3315.001646,-4014.54826,3975.281418,-2.909793,1.544761,0.240529
643.1,3314.710644,-4014.393755,3975.305442,-2.910263,1.54533,0.239965
643.2,3314.419594,-4014.239194,3975.329411,-2.910733,1.545899,0.239401
643.3,3314.128497,-4014.084575,3975.353323,-2.911203,1.546469,0.238837
643.4,3313.837353,-4013.9299,3975.377178,-2.911673,1.547038,0.238273
643.5,3313.546163,-4013.775168,3975.400977,-2.912143,1.547608,0.237709
643.6,3313.254925,-4013.620379,3975.42472,-2.912613,1.548177,0.237145
643.7,3312.96364,-4013.465532,3975.448406,-2.913084,1.548747,0.236581
643.8,3312.672308,-4013.310629,3975.472036,-2.913554,1.549316,0.236017
643.9,3312.380929,-4013.155669,3975.49561,-2.914024,1.549886,0.235453
644,3312.089503,-4013.000652,3975.519127,-2.914494,1.550456,0.234888
644.1,3311.79803,-4012.845578,3975.542587,-2.914964,1.551025,0.234324
644.2,3311.50651,-4012.690447,3975.565991,-2.915435,1.551595,0.233759
644.3,3311.214943,-4012.535259,3975.589339,-2.915905,1.552165,0.233195
644.4,3310.923329,-4012.380014,3975.61263,-2.916375,1.552735,0.23263
644.5,3310.631668,-4012.224712,3975.635865,-2.916845,1.553305,0.232066
644.6,3310.33996,-4012.069353,3975.659044,-2.917315,1.553874,0.231501
644.7,3310.048205,-4011.913937,3975.682165,-2.917786,1.554444,0.230936
644.8,3309.756403,-4011.758464,3975.705231,-2.918256,1.555014,0.230371
644.9,3309.464554,-4011.602934,3975.72824,-2.918726,1.555584,0.229806
645,3309.172658,-4011.447347,3975.751192,-2.919196,1.556154,0.229241
645.1,3308.880715,-4011.291703,3975.774088,-2.919667,1.556725,0.228676
645.2,3308.588725,-4011.136002,3975.796927,-2.920137,1.557295,0.228111
645.3,3308.296687,-4010.980244,3975.81971,-2.920607,1.557865,0.227546
645.4,3308.004603,-4010.824429,3975.842437,-2.921078,1.558435,0.226981
645.5,3307.712472,-4010.668557,3975.865106,-2.921548,1.559005,0.226416
645.6,3307.420294,-4010.512628,3975.88772,-2.922018,1.559576,0.22585
645.7,3307.128068,-4010.356642,3975.910276,-2.922488,1.560146,0.225285
645.8,3306.835796,-4010.200599,3975.932777,-2.922959,1.560716,0.224719
645.9,3306.543477,-4010.044499,3975.95522,-2.923429,1.561287,0.224154
646,3306.25111,-4009.888342,3975.977607,-2.9239,1.561857,0.223588
646.1,3305.958697,-4009.732128,3975.999938,-2.92437,1.562428,0.223023
646.2,3305.666236,-4009.575856,3976.022212,-2.92484,1.562998,0.222457
646.3,3305.373729,-4009.419528,3976.044429,-2.925311,1.563569,0.221891
646.4,3305.081174,-4009.263143,3976.06659,-2.925781,1.564139,0.221325
646.5,3304.788572,-4009.1067,3976.088694,-2.926251,1.56471,0.220759
646.6,3304.495924,-4008.950201,3976.110742,-2.926722,1.56528,0.220193
646.7,3304.203228,-4008.793644,3976.132733,-2.927192,1.565851,0.219627
646.8,3303.910485,-4008.63703,3976.154667,-2.927663,1.566422,0.219061
646.9,3303.617696,-4008.48036,3976.176545,-2.928133,1.566993,0.218495
647,3303.324859,-4008.323632,3976.198366,-2.928603,1.567563,0.217929
647.1,3303.031975,-4008.166847,3976.220131,-2.929074,1.568134,0.217363
647.2,3302.739044,-4008.010005,3976.241839,-2.929544,1.568705,0.216796
647.3,3302.446066,-4007.853106,3976.26349,-2.930015,1.569276,0.21623
647.4,3302.153041,-4007.69615,3976.285085,-2.930485,1.569847,0.215663
647.5,3301.859969,-4007.539137,3976.306623,-2.930956,1.570418,0.215097
647.6,3301.56685,-4007.382066,3976.328104,-2.931426,1.570989,0.21453
647.7,3301.273684,-4007.224939,3976.349529,-2.931897,1.57156,0.213964
647.8,3300.980471,-4007.067754,3976.370897,-2.932367,1.572131,0.213397
647.9,3300.68721,-4006.910512,3976.392208,-2.932838,1.572702,0.21283
648,3300.393903,-4006.753214,3976.413463,-2.933308,1.573274,0.212263
648.1,3300.100549,-4006.595858,3976.434661,-2.933779,1.573845,0.211696
648.2,3299.807147,-4006.438445,3976.455802,-2.934249,1.574416,0.211129
648.3,3299.513699,-4006.280975,3976.476887,-2.93472,1.574987,0.210562
648.4,3299.220203,-4006.123447,3976.497915,-2.93519,1.575559,0.209995
648.5,3298.926661,-4005.965863,3976.518886,-2.935661,1.57613,0.209428
648.6,3298.633071,-4005.808221,3976.5398,-2.936131,1.576702,0.208861
648.7,3298.339435,-4005.650522,3976.560658,-2.936602,1.577273,0.208293
648.8,3298.045751,-4005.492767,3976.581459,-2.937072,1.577845,0.207726
648.9,3297.75202,-4005.334954,3976.602203,-2.937543,1.578416,0.207159
649,3297.458242,-4005.177083,3976.622891,-2.938014,1.578988,0.206591
649.1,3297.164417,-4005.019156,3976.643521,-2.938484,1.579559,0.206024
649.2,3296.870545,-4004.861171,3976.664095,-2.938955,1.580131,0.205456
649.3,3296.576626,-4004.70313,3976.684613,-2.939425,1.580703,0.204888
649.4,3296.28266,-4004.545031,3976.705073,-2.939896,1.581274,0.204321
649.5,3295.988647,-4004.386875,3976.725477,-2.940367,1.581846,0.203753
649.6,3295.694587,-4004.228662,3976.745824,-2.940837,1.582418,0.203185
649.7,3295.40048,-4004.070391,3976.766114,-2.941308,1.58299,0.202617
649.8,3295.106325,-4003.912064,3976.786347,-2.941779,1.583562,0.202049
649.9,3294.812124,-4003.753679,3976.806523,-2.942249,1.584134,0.201481
650,3294.517876,-4003.595237,3976.826643,-2.94272,1.584706,0.200913
650.1,3294.22358,-4003.436738,3976.846706,-2.943191,1.585278,0.200345
650.2,3293.929237,-4003.278182,3976.866712,-2.943661,1.58585,0.199776
650.3,3293.634848,-4003.119568,3976.886661,-2.944132,1.586422,0.199208
650.4,3293.340411,-4002.960897,3976.906554,-2.944603,1.586994,0.19864
650.5,3293.045927,-4002.802169,3976.926389,-2.945073,1.587566,0.198071
650.6,3292.751396,-4002.643384,3976.946168,-2.945544,1.588138,0.197503
650.7,3292.456818,-4002.484542,3976.96589,-2.946015,1.58871,0.196934
650.8,3292.162193,-4002.325642,3976.985555,-2.946486,1.589283,0.196365
650.9,3291.867521,-4002.166685,3977.005163,-2.946956,1.589855,0.195797
651,3291.572802,-4002.007671,3977.024714,-2.947427,1.590427,0.195228
651.1,3291.278036,-4001.8486,3977.044208,-2.947898,1.591,0.194659
651.2,3290.983222,-4001.689471,3977.063646,-2.948369,1.591572,0.19409
651.3,3290.688362,-4001.530285,3977.083026,-2.948839,1.592145,0.193521
651.4,3290.393455,-4001.371042,3977.10235,-2.94931,1.592717,0.192952
651.5,3290.0985,-4001.211742,3977.121617,-2.949781,1.59329,0.192383
651.6,3289.803498,-4001.052384,3977.140827,-2.950252,1.593862,0.191814
651.7,3289.50845,-4000.892969,3977.15998,-2.950723,1.594435,0.191245
651.8,3289.213354,-4000.733497,3977.179076,-2.951193,1.595007,0.190676
651.9,3288.918211,-4000.573968,3977.198115,-2.951664,1.59558,0.190106
652,3288.623021,-4000.414381,3977.217097,-2.952135,1.596153,0.189537
652.1,3288.327784,-4000.254737,3977.236022,-2.952606,1.596726,0.188967
652.2,3288.0325,-4000.095036,3977.254891,-2.953077,1.597298,0.188398
652.3,3287.737169,-3999.935278,3977.273702,-2.953548,1.597871,0.187828
652.4,3287.44179,-3999.775462,3977.292456,-2.954019,1.598444,0.187259
652.5,3287.146365,-3999.615589,3977.311154,-2.954489,1.599017,0.186689
652.6,3286.850892,-3999.455659,3977.329794,-2.95496,1.59959,0.186119
652.7,3286.555373,-3999.295671,3977.348377,-2.955431,1.600163,0.185549
652.8,3286.259806,-3999.135626,3977.366904,-2.955902,1.600736,0.184979
652.9,3285.964192,-3998.975524,3977.385373,-2.956373,1.601309,0.184409
653,3285.668531,-3998.815364,3977.403786,-2.956844,1.601882,0.183839
653.1,3285.372824,-3998.655147,3977.422141,-2.957315,1.602456,0.183269
653.2,3285.077068,-3998.494873,3977.44044,-2.957786,1.603029,0.182699
653.3,3284.781266,-3998.334541,3977.458681,-2.958257,1.603602,0.182129
653.4,3284.485417,-3998.174153,3977.476865,-2.958728,1.604175,0.181559
653.5,3284.189521,-3998.013706,3977.494993,-2.959199,1.604749,0.180988
653.6,3283.893577,-3997.853203,3977.513063,-2.95967,1.605322,0.180418
653.7,3283.597587,-3997.692642,3977.531076,-2.960141,1.605895,0.179847
653.8,3283.301549,-3997.532024,3977.549032,-2.960612,1.606469,0.179277
653.9,3283.005464,-3997.371348,3977.566932,-2.961083,1.607042,0.178706
654,3282.709333,-3997.210615,3977.584774,-2.961554,1.607616,0.178135
654.1,3282.413154,-3997.049825,3977.602559,-2.962025,1.608189,0.177565
654.2,3282.116928,-3996.888977,3977.620286,-2.962496,1.608763,0.176994
654.3,3281.820655,-3996.728072,3977.637957,-2.962967,1.609337,0.176423
654.4,3281.524334,-3996.56711,3977.655571,-2.963438,1.60991,0.175852
654.5,3281.227967,-3996.40609,3977.673128,-2.963909,1.610484,0.175281
654.6,3280.931552,-3996.245013,3977.690627,-2.96438,1.611058,0.17471
654.7,3280.635091,-3996.083879,3977.70807,-2.964851,1.611631,0.174139
654.8,3280.338582,-3995.922687,3977.725455,-2.965322,1.612205,0.173568
654.9,3280.042026,-3995.761438,3977.742783,-2.965793,1.612779,0.172996
655,3279.745424,-3995.600131,3977.760054,-2.966264,1.613353,0.172425
655.1,3279.448774,-3995.438767,3977.777268,-2.966736,1.613927,0.171854
655.2,3279.152077,-3995.277346,3977.794425,-2.967207,1.614501,0.171282
655.3,3278.855332,-3995.115867,3977.811525,-2.967678,1.615075,0.170711
655.4,3278.558541,-3994.954331,3977.828567,-2.968149,1.615649,0.170139
655.5,3278.261703,-3994.792737,3977.845552,-2.96862,1.616223,0.169567
655.6,3277.964817,-3994.631086,3977.862481,-2.969091,1.616797,0.168996
655.7,3277.667884,-3994.469378,3977.879351,-2.969562,1.617372,0.168424
655.8,3277.370904,-3994.307612,3977.896165,-2.970034,1.617946,0.167852
655.9,3277.073878,-3994.145789,3977.912922,-2.970505,1.61852,0.16728
656,3276.776804,-3993.983908,3977.929621,-2.970976,1.619094,0.166708
656.1,3276.479682,-3993.82197,3977.946263,-2.971447,1.619669,0.166136
656.2,3276.182514,-3993.659974,3977.962848,-2.971918,1.620243,0.165564
656.3,3275.885299,-3993.497921,3977.979376,-2.97239,1.620818,0.164992
656.4,3275.588036,-3993.335811,3977.995847,-2.972861,1.621392,0.164419
656.5,3275.290727,-3993.173643,3978.01226,-2.973332,1.621967,0.163847
656.6,3274.99337,-3993.011417,3978.028616,-2.973803,1.622541,0.163275
656.7,3274.695966,-3992.849134,3978.044915,-2.974274,1.623116,0.162702
656.8,3274.398515,-3992.686794,3978.061157,-2.974746,1.62369,0.16213
656.9,3274.101017,-3992.524396,3978.077341,-2.975217,1.624265,0.161557
657,3273.803472,-3992.361941,3978.093468,-2.975688,1.62484,0.160985
657.1,3273.505879,-3992.199428,3978.109538,-2.97616,1.625414,0.160412
657.2,3273.20824,-3992.036858,3978.12555,-2.976631,1.625989,0.159839
657.3,3272.910553,-3991.874231,3978.141506,-2.977102,1.626564,0.159266
657.4,3272.612819,-3991.711545,3978.157404,-2.977574,1.627139,0.158693
657.5,3272.315038,-3991.548803,3978.173244,-2.978045,1.627714,0.15812
657.6,3272.01721,-3991.386003,3978.189028,-2.978516,1.628289,0.157547
657.7,3271.719335,-3991.223145,3978.204754,-2.978988,1.628864,0.156974
657.8,3271.421413,-3991.06023,3978.220423,-2.979459,1.629439,0.156401
657.9,3271.123443,-3990.897257,3978.236034,-2.97993,1.630014,0.155828
658,3270.825427,-3990.734227,3978.251588,-2.980402,1.630589,0.155255
658.1,3270.527363,-3990.571139,3978.267085,-2.980873,1.631164,0.154681
658.2,3270.229252,-3990.407994,3978.282524,-2.981344,1.631739,0.154108
658.3,3269.931094,-3990.244792,3978.297906,-2.981816,1.632314,0.153534
658.4,3269.632889,-3990.081531,3978.313231,-2.982287,1.63289,0.152961
658.5,3269.334637,-3989.918214,3978.328499,-2.982759,1.633465,0.152387
658.6,3269.036337,-3989.754838,3978.343709,-2.98323,1.63404,0.151813
658.7,3268.737991,-3989.591406,3978.358861,-2.983701,1.634616,0.15124
658.8,3268.439597,-3989.427915,3978.373957,-2.984173,1.635191,0.150666
658.9,3268.141156,-3989.264367,3978.388994,-2.984644,1.635767,0.150092
659,3267.842668,-3989.100762,3978.403975,-2.985116,1.636342,0.149518
659.1,3267.544133,-3988.937099,3978.418898,-2.985587,1.636918,0.148944
659.2,3267.245551,-3988.773378,3978.433764,-2.986059,1.637493,0.14837
659.3,3266.946921,-3988.6096,3978.448572,-2.98653,1.638069,0.147796
659.4,3266.648245,-3988.445765,3978.463323,-2.987002,1.638645,0.147222
659.5,3266.349521,-3988.281871,3978.478016,-2.987473,1.63922,0.146647
659.6,3266.05075,-3988.117921,3978.492652,-2.987945,1.639796,0.146073
659.7,3265.751932,-3987.953912,3978.507231,-2.988416,1.640372,0.145498
659.8,3265.453067,-3987.789846,3978.521752,-2.988888,1.640948,0.144924
659.9,3265.154154,-3987.625723,3978.536216,-2.989359,1.641524,0.144349
660,3264.855195,-3987.461541,3978.550622,-2.989831,1.642099,0.143775
660.1,3264.556188,-3987.297303,3978.564971,-2.990303,1.642675,0.1432
660.2,3264.257134,-3987.133006,3978.579262,-2.990774,1.643251,0.142625
660.3,3263.958033,-3986.968652,3978.593496,-2.991246,1.643827,0.142051
660.4,3263.658885,-3986.804241,3978.607672,-2.991717,1.644404,0.141476
660.5,3263.35969,-3986.639772,3978.621791,-2.992189,1.64498,0.140901
660.6,3263.060447,-3986.475245,3978.635852,-2.99266,1.645556,0.140326
660.7,3262.761158,-3986.310661,3978.649856,-2.993132,1.646132,0.139751
660.8,3262.461821,-3986.146019,3978.663802,-2.993604,1.646708,0.139176
660.9,3262.162437,-3985.981319,3978.677691,-2.994075,1.647284,0.1386
661,3261.863006,-3985.816562,3978.691522,-2.994547,1.647861,0.138025
661.1,3261.563528,-3985.651747,3978.705296,-2.995019,1.648437,0.13745
661.2,3261.264002,-3985.486874,3978.719012,-2.99549,1.649014,0.136874
661.3,3260.964429,-3985.321944,3978.732671,-2.995962,1.64959,0.136299
661.4,3260.66481,-3985.156956,3978.746272,-2.996434,1.650166,0.135723
661.5,3260.365143,-3984.991911,3978.759816,-2.996905,1.650743,0.135148
661.6,3260.065429,-3984.826808,3978.773302,-2.997377,1.65132,0.134572
661.7,3259.765667,-3984.661647,3978.78673,-2.997849,1.651896,0.133996
661.8,3259.465859,-3984.496428,3978.800101,-2.998321,1.652473,0.133421
661.9,3259.166003,-3984.331152,3978.813414,-2.998792,1.653049,0.132845
662,3258.8661,-3984.165818,3978.82667,-2.999264,1.653626,0.132269
662.1,3258.56615,-3984.000427,3978.839868,-2.999736,1.654203,0.131693
662.2,3258.266153,-3983.834978,3978.853008,-3.000208,1.65478,0.131117
662.3,3257.966109,-3983.669471,3978.866091,-3.000679,1.655357,0.130541
662.4,3257.666017,-3983.503907,3978.879116,-3.001151,1.655933,0.129964
662.5,3257.365879,-3983.338284,3978.892084,-3.001623,1.65651,0.129388
662.6,3257.065693,-3983.172604,3978.904994,-3.002095,1.657087,0.128812
662.7,3256.76546,-3983.006867,3978.917846,-3.002567,1.657664,0.128235
662.8,3256.465179,-3982.841072,3978.930641,-3.003038,1.658241,0.127659
662.9,3256.164852,-3982.675219,3978.943378,-3.00351,1.658819,0.127082
663,3255.864477,-3982.509308,3978.956058,-3.003982,1.659396,0.126506
663.1,3255.564056,-3982.343339,3978.968679,-3.004454,1.659973,0.125929
663.2,3255.263587,-3982.177313,3978.981243,-3.004926,1.66055,0.125352
663.3,3254.96307,-3982.011229,3978.99375,-3.005398,1.661127,0.124775
663.4,3254.662507,-3981.845088,3979.006199,-3.005869,1.661705,0.124199
663.5,3254.361897,-3981.678889,3979.01859,-3.006341,1.662282,0.123622
663.6,3254.061239,-3981.512631,3979.030923,-3.006813,1.662859,0.123045
663.7,3253.760534,-3981.346317,3979.043198,-3.007285,1.663437,0.122468
663.8,3253.459782,-3981.179944,3979.055416,-3.007757,1.664014,0.12189
663.9,3253.158983,-3981.013514,3979.067577,-3.008229,1.664592,0.121313
664,3252.858136,-3980.847026,3979.079679,-3.008701,1.665169,0.120736
664.1,3252.557242,-3980.68048,3979.091724,-3.009173,1.665747,0.120159
664.2,3252.256301,-3980.513876,3979.103711,-3.009645,1.666324,0.119581
664.3,3251.955313,-3980.347215,3979.11564,-3.010117,1.666902,0.119004
664.4,3251.654278,-3980.180496,3979.127511,-3.010589,1.66748,0.118426
664.5,3251.353196,-3980.013719,3979.139325,-3.011061,1.668058,0.117849
664.6,3251.052066,-3979.846885,3979.151081,-3.011533,1.668635,0.117271
664.7,3250.750889,-3979.679992,3979.162779,-3.012005,1.669213,0.116693
664.8,3250.449665,-3979.513042,3979.17442,-3.012477,1.669791,0.116115
664.9,3250.148394,-3979.346034,3979.186002,-3.012949,1.670369,0.115538
665,3249.847075,-3979.178968,3979.197527,-3.013421,1.670947,0.11496
665.1,3249.54571,-3979.011844,3979.208994,-3.013893,1.671525,0.114382
665.2,3249.244297,-3978.844663,3979.220404,-3.014365,1.672103,0.113803
665.3,3248.942837,-3978.677424,3979.231755,-3.014837,1.672681,0.113225
665.4,3248.641329,-3978.510127,3979.243049,-3.015309,1.673259,0.112647
665.5,3248.339775,-3978.342772,3979.254285,-3.015781,1.673837,0.112069
665.6,3248.038173,-3978.175359,3979.265462,-3.016253,1.674416,0.11149
665.7,3247.736524,-3978.007889,3979.276583,-3.016725,1.674994,0.110912
665.8,3247.434828,-3977.840361,3979.287645,-3.017197,1.675572,0.110334
665.9,3247.133085,-3977.672775,3979.298649,-3.01767,1.67615,0.109755
666,3246.831294,-3977.505131,3979.309596,-3.018142,1.676729,0.109176
666.1,3246.529456,-3977.337429,3979.320485,-3.018614,1.677307,0.108598
666.2,3246.227571,-3977.169669,3979.331315,-3.019086,1.677886,0.108019
666.3,3245.925639,-3977.001852,3979.342088,-3.019558,1.678464,0.10744
666.4,3245.62366,-3976.833976,3979.352803,-3.02003,1.679043,0.106861
666.5,3245.321633,-3976.666043,3979.363461,-3.020503,1.679621,0.106282
666.6,3245.019559,-3976.498052,3979.37406,-3.020975,1.6802,0.105703
666.7,3244.717438,-3976.330003,3979.384601,-3.021447,1.680778,0.105124
666.8,3244.41527,-3976.161896,3979.395085,-3.021919,1.681357,0.104545
666.9,3244.113054,-3975.993732,3979.40551,-3.022391,1.681936,0.103966
667,3243.810791,-3975.825509,3979.415878,-3.022864,1.682515,0.103387
667.1,3243.508481,-3975.657229,3979.426188,-3.023336,1.683094,0.102807
667.2,3243.206124,-3975.488891,3979.436439,-3.023808,1.683672,0.102228
667.3,3242.90372,-3975.320494,3979.446633,-3.02428,1.684251,0.101648
667.4,3242.601268,-3975.15204,3979.456769,-3.024753,1.68483,0.101069
667.5,3242.298769,-3974.983528,3979.466847,-3.025225,1.685409,0.100489
667.6,3241.996223,-3974.814958,3979.476867,-3.025697,1.685988,0.099909
667.7,3241.69363,-3974.646331,3979.486829,-3.02617,1.686567,0.09933
667.8,3241.390989,-3974.477645,3979.496733,-3.026642,1.687146,0.09875
667.9,3241.088301,-3974.308901,3979.506579,-3.027114,1.687726,0.09817
668,3240.785566,-3974.1401,3979.516367,-3.027587,1.688305,0.09759
668.1,3240.482784,-3973.97124,3979.526097,-3.028059,1.688884,0.09701
668.2,3240.179955,-3973.802323,3979.535769,-3.028531,1.689463,0.09643
668.3,3239.877078,-3973.633348,3979.545383,-3.029004,1.690043,0.09585
668.4,3239.574154,-3973.464314,3979.554939,-3.029476,1.690622,0.095269
668.5,3239.271183,-3973.295223,3979.564436,-3.029948,1.691202,0.094689
668.6,3238.968164,-3973.126074,3979.573876,-3.030421,1.691781,0.094109
668.7,3238.665099,-3972.956867,3979.583258,-3.030893,1.69236,0.093528
668.8,3238.361986,-3972.787602,3979.592582,-3.031366,1.69294,0.092948
668.9,3238.058825,-3972.618279,3979.601848,-3.031838,1.69352,0.092367
669,3237.755618,-3972.448898,3979.611055,-3.03231,1.694099,0.091786
669.1,3237.452363,-3972.279459,3979.620205,-3.032783,1.694679,0.091206
669.2,3237.149061,-3972.109962,3979.629296,-3.033255,1.695259,0.090625
669.3,3236.845712,-3971.940408,3979.63833,-3.033728,1.695838,0.090044
669.4,3236.542316,-3971.770795,3979.647305,-3.0342,1.696418,0.089463
669.5,3236.238872,-3971.601124,3979.656223,-3.034673,1.696998,0.088882
669.6,3235.935381,-3971.431395,3979.665082,-3.035145,1.697578,0.088301
669.7,3235.631843,-3971.261608,3979.673883,-3.035618,1.698158,0.08772
669.8,3235.328258,-3971.091764,3979.682626,-3.03609,1.698738,0.087139
669.9,3235.024625,-3970.921861,3979.69131,-3.036563,1.699318,0.086557
670,3234.720945,-3970.7519,3979.699937,-3.037035,1.699898,0.085976
670.1,3234.417218,-3970.581881,3979.708506,-3.037508,1.700478,0.085395
670.2,3234.113444,-3970.411804,3979.717016,-3.03798,1.701058,0.084813
670.3,3233.809622,-3970.24167,3979.725468,-3.038453,1.701638,0.084232
670.4,3233.505753,-3970.071477,3979.733862,-3.038926,1.702218,0.08365
670.5,3233.201837,-3969.901226,3979.742198,-3.039398,1.702799,0.083068
670.6,3232.897873,-3969.730917,3979.750476,-3.039871,1.703379,0.082487
670.7,3232.593863,-3969.56055,3979.758696,-3.040343,1.703959,0.081905
670.8,3232.289805,-3969.390125,3979.766857,-3.040816,1.70454,0.081323
670.9,3231.985699,-3969.219642,3979.77496,-3.041289,1.70512,0.080741
671,3231.681547,-3969.049101,3979.783005,-3.041761,1.705701,0.080159
671.1,3231.377347,-3968.878502,3979.790992,-3.042234,1.706281,0.079577
671.2,3231.0731,-3968.707845,3979.79892,-3.042707,1.706862,0.078995
671.3,3230.768806,-3968.53713,3979.806791,-3.043179,1.707442,0.078412
671.4,3230.464464,-3968.366357,3979.814603,-3.043652,1.708023,0.07783
671.5,3230.160076,-3968.195525,3979.822357,-3.044125,1.708604,0.077248
671.6,3229.855639,-3968.024636,3979.830052,-3.044597,1.709184,0.076665
671.7,3229.551156,-3967.853688,3979.83769,-3.04507,1.709765,0.076083
671.8,3229.246625,-3967.682683,3979.845269,-3.045543,1.710346,0.0755
671.9,3228.942047,-3967.511619,3979.85279,-3.046016,1.710927,0.074918
672,3228.637422,-3967.340497,3979.860253,-3.046488,1.711508,0.074335
672.1,3228.33275,-3967.169318,3979.867657,-3.046961,1.712089,0.073752
672.2,3228.02803,-3966.99808,3979.875003,-3.047434,1.71267,0.073169
672.3,3227.723263,-3966.826784,3979.882291,-3.047907,1.713251,0.072586
672.4,3227.418449,-3966.65543,3979.88952,-3.048379,1.713832,0.072003
672.5,3227.113587,-3966.484017,3979.896691,-3.048852,1.714413,0.07142
672.6,3226.808678,-3966.312547,3979.903804,-3.049325,1.714994,0.070837
672.7,3226.503722,-3966.141019,3979.910859,-3.049798,1.715575,0.070254
672.8,3226.198719,-3965.969432,3979.917855,-3.050271,1.716156,0.069671
672.9,3225.893668,-3965.797787,3979.924793,-3.050743,1.716738,0.069087
673,3225.58857,-3965.626085,3979.931672,-3.051216,1.717319,0.068504
673.1,3225.283425,-3965.454324,3979.938494,-3.051689,1.7179,0.06792
673.2,3224.978232,-3965.282505,3979.945257,-3.052162,1.718482,0.067337
673.3,3224.672992,-3965.110627,3979.951961,-3.052635,1.719063,0.066753
673.4,3224.367705,-3964.938692,3979.958607,-3.053108,1.719645,0.06617
673.5,3224.062371,-3964.766698,3979.965195,-3.053581,1.720226,0.065586
673.6,3223.756989,-3964.594647,3979.971724,-3.054054,1.720808,0.065002
673.7,3223.45156,-3964.422537,3979.978195,-3.054527,1.721389,0.064418
673.8,3223.146084,-3964.250369,3979.984608,-3.055,1.721971,0.063834
673.9,3222.84056,-3964.078143,3979.990962,-3.055473,1.722553,0.06325
674,3222.534989,-3963.905858,3979.997258,-3.055945,1.723134,0.062666
674.1,3222.229371,-3963.733516,3980.003495,-3.056418,1.723716,0.062082
674.2,3221.923706,-3963.561115,3980.009674,-3.056891,1.724298,0.061498
674.3,3221.617993,-3963.388656,3980.015795,-3.057364,1.72488,0.060913
674.4,3221.312233,-3963.216139,3980.021857,-3.057837,1.725462,0.060329
674.5,3221.006425,-3963.043564,3980.027861,-3.05831,1.726044,0.059744
674.6,3220.700571,-3962.87093,3980.033806,-3.058783,1.726626,0.05916
674.7,3220.394669,-3962.698239,3980.039693,-3.059256,1.727208,0.058575
674.8,3220.088719,-3962.525489,3980.045521,-3.05973,1.72779,0.057991
674.9,3219.782723,-3962.352681,3980.051291,-3.060203,1.728372,0.057406
675,3219.476679,-3962.179814,3980.057002,-3.060676,1.728954,0.056821
675.1,3219.170588,-3962.00689,3980.062655,-3.061149,1.729537,0.056236
675.2,3218.864449,-3961.833907,3980.068249,-3.061622,1.730119,0.055651
675.3,3218.558263,-3961.660866,3980.073785,-3.062095,1.730701,0.055066
675.4,3218.25203,-3961.487767,3980.079263,-3.062568,1.731284,0.054481
